period,country,country_key,iso3,is_aggregate,sex,age,comparison_group,comparison_label,reporting_country_rate_pct,comparison_rate_pct,employment_rate_gap_pp
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,82.95,86.03333333333332,3.0833333333333144
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,82.95,83.18333333333334,0.23333333333333428
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,82.95,73.28333333333335,-9.666666666666657
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,82.33333333333333,82.48333333333333,0.15000000000000568
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,82.33333333333333,85.98333333333333,3.6500000000000057
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,82.33333333333333,83.0,0.6666666666666714
2014-2019,Iceland,ISL,ISL,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,82.33333333333333,72.86666666666666,-9.466666666666669
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,71.86666666666666,71.91666666666667,0.05000000000001137
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,71.86666666666666,70.1,-1.7666666666666657
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,77.13333333333333,77.39999999999999,0.2666666666666657
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,77.13333333333333,85.5,8.366666666666674
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,77.13333333333333,85.78333333333332,8.649999999999991
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,77.13333333333333,80.8,3.6666666666666714
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,83.18333333333332,83.53333333333333,0.3500000000000085
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,83.18333333333332,90.35000000000001,7.166666666666686
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,83.18333333333332,89.58333333333333,6.400000000000006
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,83.18333333333332,87.3,4.116666666666674
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,87.30000000000001,87.45,0.14999999999999147
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,87.30000000000001,90.03333333333332,2.733333333333306
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,87.30000000000001,89.81666666666666,2.5166666666666515
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,87.30000000000001,89.08333333333336,1.7833333333333456
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,87.23333333333335,87.33333333333333,0.0999999999999801
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,87.23333333333335,89.85000000000001,2.61666666666666
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,87.23333333333335,89.46666666666665,2.233333333333306
2014-2019,Iceland,ISL,ISL,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,87.23333333333335,88.21666666666665,0.9833333333333059
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,73.93333333333335,73.96666666666665,0.03333333333330302
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,73.93333333333335,77.23333333333333,3.299999999999983
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,73.93333333333335,79.05,5.116666666666646
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,77.66666666666667,77.83333333333333,0.1666666666666572
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,77.66666666666667,84.03333333333333,6.36666666666666
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,77.66666666666667,83.44999999999999,5.783333333333317
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,77.66666666666667,82.1,4.433333333333323
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,82.08333333333334,82.35000000000001,0.2666666666666657
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,82.08333333333334,87.89999999999999,5.816666666666649
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,82.08333333333334,85.89999999999999,3.8166666666666487
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,82.08333333333334,79.7,-2.38333333333334
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,85.2,85.33333333333333,0.13333333333332575
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,85.2,88.23333333333333,3.0333333333333314
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,85.2,86.71666666666668,1.51666666666668
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,85.2,82.0,-3.200000000000003
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,84.81666666666666,84.96666666666668,0.1500000000000199
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,84.81666666666666,88.09999999999998,3.2833333333333172
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,84.81666666666666,86.5,1.6833333333333371
2014-2019,Iceland,ISL,ISL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,84.81666666666666,81.3,-3.5166666666666657
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,72.55999999999999,72.58000000000001,0.020000000000024443
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,72.55999999999999,75.63333333333334,3.073333333333352
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,72.55999999999999,71.625,-0.9349999999999881
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,74.42,74.54,0.12000000000000455
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,74.42,76.75999999999999,2.339999999999989
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,74.42,77.28,2.8599999999999994
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,74.42,75.9,1.480000000000004
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,78.66,79.08,0.4200000000000017
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,78.66,82.97999999999999,4.319999999999993
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,78.66,80.74000000000001,2.0800000000000125
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,78.66,76.06,-2.5999999999999943
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,80.74,80.86000000000001,0.12000000000001876
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,80.74,81.86,1.1200000000000045
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,80.74,79.4,-1.3399999999999892
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,80.74,73.62,-7.11999999999999
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,79.91999999999999,80.1,0.18000000000000682
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,79.91999999999999,81.66,1.740000000000009
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,79.91999999999999,79.24,-0.6799999999999926
2020-2024,Iceland,ISL,ISL,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,79.91999999999999,73.44,-6.47999999999999
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,66.8,66.97999999999999,0.1799999999999926
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,66.8,79.16666666666667,12.366666666666674
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,66.8,75.3,8.5
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,73.96,74.66000000000001,0.700000000000017
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,73.96,84.84,10.88000000000001
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,73.96,81.38,7.420000000000002
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,73.96,85.36666666666667,11.40666666666668
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,80.94,81.38,0.4399999999999977
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,80.94,85.76,4.820000000000007
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,80.94,84.11999999999999,3.1799999999999926
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,80.94,81.17999999999999,0.23999999999999488
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,85.22,85.17999999999999,-0.04000000000000625
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,85.22,83.84,-1.3799999999999955
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,85.22,82.6,-2.6200000000000045
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,85.22,80.1,-5.1200000000000045
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,85.02000000000001,85.0,-0.020000000000010232
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,85.02000000000001,83.76,-1.2600000000000051
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,85.02000000000001,82.76,-2.260000000000005
2020-2024,Iceland,ISL,ISL,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,85.02000000000001,80.73999999999998,-4.28000000000003
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,69.58000000000001,69.66,0.07999999999998408
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,69.58000000000001,73.55,3.9699999999999847
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,69.58000000000001,72.6,3.019999999999982
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,69.58000000000001,72.57499999999999,2.994999999999976
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,74.17999999999999,74.61999999999999,0.4399999999999977
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,74.17999999999999,81.26,7.0800000000000125
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,74.17999999999999,79.2,5.02000000000001
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,74.17999999999999,75.24000000000001,1.0600000000000165
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,79.86,80.28,0.4200000000000017
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,79.86,84.38000000000001,4.52000000000001
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,79.86,82.42,2.5600000000000023
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,79.86,78.7,-1.1599999999999966
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,83.08000000000001,83.14,0.05999999999998806
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,83.08000000000001,82.92000000000002,-0.1599999999999966
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,83.08000000000001,81.1,-1.9800000000000182
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,83.08000000000001,77.22,-5.860000000000014
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,82.6,82.64,0.04000000000000625
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,82.6,82.76,0.1600000000000108
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,82.6,81.13999999999999,-1.460000000000008
2020-2024,Iceland,ISL,ISL,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,82.6,77.5,-5.099999999999994
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,39.083333333333336,39.800000000000004,0.7166666666666686
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,39.083333333333336,49.833333333333336,10.75
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,39.083333333333336,40.86666666666667,1.7833333333333314
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,39.083333333333336,30.13333333333333,-8.950000000000006
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,50.06666666666666,51.23333333333333,1.1666666666666643
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.06666666666666,62.43333333333334,12.366666666666674
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,50.06666666666666,54.29999999999999,4.233333333333327
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,50.06666666666666,43.93333333333334,-6.133333333333326
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,61.1,62.18333333333334,1.0833333333333357
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,61.1,68.98333333333333,7.883333333333333
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,61.1,61.649999999999984,0.549999999999983
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,61.1,49.699999999999996,-11.400000000000006
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,63.449999999999996,63.916666666666664,0.46666666666666856
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,63.449999999999996,68.18333333333334,4.733333333333341
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,63.449999999999996,61.46666666666667,-1.9833333333333272
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 59 years,no_response,No response,63.449999999999996,77.8,14.350000000000001
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,63.449999999999996,51.85,-11.599999999999994
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,61.5,62.06666666666666,0.5666666666666629
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,61.5,67.66666666666666,6.166666666666657
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,61.5,60.75,-0.75
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 64 years,no_response,No response,61.5,77.1,15.599999999999994
2014-2019,Ireland,IRL,IRL,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,61.5,51.06666666666666,-10.433333333333337
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,39.6,40.06666666666667,0.46666666666666856
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,39.6,48.5,8.899999999999999
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,39.6,43.98333333333334,4.38333333333334
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,39.6,38.4,-1.2000000000000028
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,50.449999999999996,51.86666666666667,1.4166666666666714
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.449999999999996,68.21666666666665,17.76666666666666
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,50.449999999999996,62.25,11.800000000000004
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,50.449999999999996,55.00000000000001,4.550000000000011
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,64.75,66.88333333333334,2.13333333333334
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,64.75,82.1,17.349999999999994
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,64.75,77.11666666666666,12.36666666666666
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,64.75,69.0,4.25
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,72.5,73.43333333333334,0.9333333333333371
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,72.5,82.08333333333333,9.583333333333329
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,72.5,77.75,5.25
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,no_response,No response,72.5,79.6,7.099999999999994
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,72.5,71.86666666666667,-0.6333333333333258
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,71.16666666666667,72.14999999999999,0.9833333333333201
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,71.16666666666667,81.76666666666667,10.599999999999994
2014-2019,Ireland,IRL,IRL,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,71.16666666666667,77.13333333333334,5.966666666666669
